## Primary energy production by region (in TJ/year)
## data from The Shift Project Data Portal 
## (http://www.tsp-data-portal.org, accessed 2016-01-05)
## Missing data assumed zero.
## [SOURCES: Etemad & Luciani (1900-1980), 
##  US EIA Historical Statistics (1981-2010)]
"year","source","region","TJ"
2014,"Hydro","Eurasia",887371.3
1937,"Hydro","Middle East",104.4
1948,"Hydro","Middle East",198
1949,"Hydro","Middle East",241.2
1950,"Hydro","Middle East",230.4
1951,"Hydro","Middle East",280.8
1952,"Hydro","Middle East",327.6
1953,"Hydro","Middle East",399.6
1954,"Hydro","Middle East",453.6
1955,"Hydro","Middle East",450
1956,"Hydro","Middle East",579.6
1957,"Hydro","Middle East",673.2
1958,"Hydro","Middle East",615.6
1959,"Hydro","Middle East",550.8
1960,"Hydro","Middle East",500.4
1961,"Hydro","Middle East",799.2
1962,"Hydro","Middle East",1414.8
1963,"Hydro","Middle East",2228.4
1964,"Hydro","Middle East",2502
1965,"Hydro","Middle East",3229.2
1966,"Hydro","Middle East",3866.4
1967,"Hydro","Middle East",4942.8
1968,"Hydro","Middle East",5983.2
1969,"Hydro","Middle East",8341.2
1970,"Hydro","Middle East",9360
1971,"Hydro","Middle East",13568.4
1972,"Hydro","Middle East",16545.6
1973,"Hydro","Middle East",13053.6
1974,"Hydro","Middle East",17895.6
1975,"Hydro","Middle East",19965.6
1976,"Hydro","Middle East",23788.8
1977,"Hydro","Middle East",24987.6
1978,"Hydro","Middle East",27277.2
1979,"Hydro","Middle East",19952.5
1980,"Hydro","Middle East",34628.4
1981,"Hydro","Middle East",37144.8
1982,"Hydro","Middle East",38001.6
1983,"Hydro","Middle East",36216
1984,"Hydro","Middle East",38674.8
1985,"Hydro","Middle East",38743.2
1986,"Hydro","Middle East",36424.8
1987,"Hydro","Middle East",37454.4
1988,"Hydro","Middle East",37828.8
1989,"Hydro","Middle East",37749.6
1990,"Hydro","Middle East",34722
1991,"Hydro","Middle East",37645.2
1992,"Hydro","Middle East",47991.6
1993,"Hydro","Middle East",49154.4
1994,"Hydro","Middle East",40694.4
1995,"Hydro","Middle East",39614.4
1996,"Hydro","Middle East",40503.6
1997,"Hydro","Middle East",39384
1998,"Hydro","Middle East",39729.6
1999,"Hydro","Middle East",30866.4
2000,"Hydro","Middle East",28598.4
2001,"Hydro","Middle East",33829.2
2002,"Hydro","Middle East",42069.6
2003,"Hydro","Middle East",56041.2
2004,"Hydro","Middle East",58791.6
2005,"Hydro","Middle East",98211.6
2006,"Hydro","Middle East",103597.3
2007,"Hydro","Middle East",99293.9
2008,"Hydro","Middle East",42080.9
2009,"Hydro","Middle East",46442.6
2010,"Hydro","Middle East",63494.4
2011,"Hydro","Middle East",72597.6
2012,"Hydro","Middle East",79156.8
2013,"Hydro","Middle East",83380.5
2014,"Hydro","Middle East",79524.1
1900,"Hydro","North America",9849.6
1901,"Hydro","North America",10908
1902,"Hydro","North America",12312
1903,"Hydro","North America",14137.2
1904,"Hydro","North America",16131.6
1905,"Hydro","North America",18194.4
1906,"Hydro","North America",20206.8
1907,"Hydro","North America",22320
1908,"Hydro","North America",25106.4
1909,"Hydro","North America",28252.8
1910,"Hydro","North America",31053.6
1911,"Hydro","North America",34048.8
1912,"Hydro","North America",36957.6
1913,"Hydro","North America",40395.6
1914,"Hydro","North America",44024.4
1915,"Hydro","North America",47660.4
1916,"Hydro","North America",51771.6
1917,"Hydro","North America",55407.6
1918,"Hydro","North America",57506.4
1919,"Hydro","North America",19270.8
1920,"Hydro","North America",93747.6
1921,"Hydro","North America",87048
1922,"Hydro","North America",100195.2
1923,"Hydro","North America",112885.2
1924,"Hydro","North America",119869.2
1925,"Hydro","North America",129794.4
1926,"Hydro","North America",152157.6
1927,"Hydro","North America",170172
1928,"Hydro","North America",192250.8
1929,"Hydro","North America",196711.2
1930,"Hydro","North America",189442.8
1931,"Hydro","North America",177768
1932,"Hydro","North America",190767.6
1933,"Hydro","North America",198774
1934,"Hydro","North America",209703.6
1935,"Hydro","North America",240519.6
1936,"Hydro","North America",250218
1937,"Hydro","North America",278348.4
1938,"Hydro","North America",272746.8
1939,"Hydro","North America",277984.8
1940,"Hydro","North America",298206
1941,"Hydro","North America",323726.4
1942,"Hydro","North America",387388.8
1943,"Hydro","North America",433648.8
1944,"Hydro","North America",433980
1945,"Hydro","North America",445960.8
1946,"Hydro","North America",453466.8
1947,"Hydro","North America",458701.2
1948,"Hydro","North America",469407.6
1949,"Hydro","North America",502693.2
1950,"Hydro","North America",538045.2
1951,"Hydro","North America",575161.2
1952,"Hydro","North America",610448.4
1953,"Hydro","North America",617439.6
1954,"Hydro","North America",637848
1955,"Hydro","North America",681037.2
1956,"Hydro","North America",761032.8
1957,"Hydro","North America",793623.6
1958,"Hydro","North America",858866.4
1959,"Hydro","North America",876189.6
1960,"Hydro","North America",939499.2
1961,"Hydro","North America",952772.4
1962,"Hydro","North America",1013918.4
1963,"Hydro","North America",1003042.8
1964,"Hydro","North America",1082088
1965,"Hydro","North America",1162479.6
1966,"Hydro","North America",1216404
1967,"Hydro","North America",1327363.2
1968,"Hydro","North America",1344560.4
1969,"Hydro","North America",1498035.6
1970,"Hydro","North America",1520686.8
1971,"Hydro","North America",1602295.2
1972,"Hydro","North America",1697245.2
1973,"Hydro","North America",1743872.4
1974,"Hydro","North America",1913745.6
1975,"Hydro","North America",1874480.4
1976,"Hydro","North America",1860710.4
1977,"Hydro","North America",1667800.8
1978,"Hydro","North America",1923253.2
1979,"Hydro","North America",1954044
1980,"Hydro","North America",1968890.7
1981,"Hydro","North America",1984837.2
1982,"Hydro","North America",2124882
1983,"Hydro","North America",2229025.9
1984,"Hydro","North America",2271748.9
1985,"Hydro","North America",2199879.1
1986,"Hydro","North America",2237310.8
1987,"Hydro","North America",2103440.7
1988,"Hydro","North America",1981932.5
1989,"Hydro","North America",2102461
1990,"Hydro","North America",2195884.3
1991,"Hydro","North America",2217251.5
1992,"Hydro","North America",2131898.4
1993,"Hydro","North America",2256519.6
1994,"Hydro","North America",2183121.8
1995,"Hydro","North America",2414339.1
1996,"Hydro","North America",2629371.8
1997,"Hydro","North America",2627319.6
1998,"Hydro","North America",2434624.8
1999,"Hydro","North America",2498724.1
2000,"Hydro","North America",2387875
2001,"Hydro","North America",2070590.5
2002,"Hydro","North America",2289880.2
2003,"Hydro","North America",2266410
2004,"Hydro","North America",2270873.9
2005,"Hydro","North America",2361615.3
2006,"Hydro","North America",2407173.9
2007,"Hydro","North America",2298319.1
2008,"Hydro","North America",2402254.8
2009,"Hydro","North America",2393478
2010,"Hydro","North America",2321244
2011,"Hydro","North America",2617873.2
2012,"Hydro","North America",2464135.2
2013,"Hydro","North America",2463508.8
2014,"Hydro","North America",2423027
1963,"Nuclear","Asia and Oceania",32.7
1964,"Nuclear","Asia and Oceania",21.8
1965,"Nuclear","Asia and Oceania",392.7
1966,"Nuclear","Asia and Oceania",6370.9
1967,"Nuclear","Asia and Oceania",6861.8
1968,"Nuclear","Asia and Oceania",11389.1
1969,"Nuclear","Asia and Oceania",26410.9
1970,"Nuclear","Asia and Oceania",76341.8
1971,"Nuclear","Asia and Oceania",100876.4
1972,"Nuclear","Asia and Oceania",117741.8
1973,"Nuclear","Asia and Oceania",138032.7
1974,"Nuclear","Asia and Oceania",243916.4
1975,"Nuclear","Asia and Oceania",309349.1
1976,"Nuclear","Asia and Oceania",413901.8
1977,"Nuclear","Asia and Oceania",375523.6
1978,"Nuclear","Asia and Oceania",704465.5
1979,"Nuclear","Asia and Oceania",834850.9
1980,"Nuclear","Asia and Oceania",1011567.3
1981,"Nuclear","Asia and Oceania",1079945.5
1982,"Nuclear","Asia and Oceania",1235334.5
1983,"Nuclear","Asia and Oceania",1478596.4
1984,"Nuclear","Asia and Oceania",1809512.7
1985,"Nuclear","Asia and Oceania",2162683.6
1986,"Nuclear","Asia and Oceania",2361065.5
1987,"Nuclear","Asia and Oceania",2865829.1
1988,"Nuclear","Asia and Oceania",2688676.4
1989,"Nuclear","Asia and Oceania",2732487.3
1990,"Nuclear","Asia and Oceania",3053770.9
1991,"Nuclear","Asia and Oceania",3222283.6
1992,"Nuclear","Asia and Oceania",3330600
1993,"Nuclear","Asia and Oceania",3641052.2
1994,"Nuclear","Asia and Oceania",3967025.5
1995,"Nuclear","Asia and Oceania",4294205.6
1996,"Nuclear","Asia and Oceania",4527567.3
1997,"Nuclear","Asia and Oceania",4761440.4
1998,"Nuclear","Asia and Oceania",5027116.4
1999,"Nuclear","Asia and Oceania",5031403.6
2000,"Nuclear","Asia and Oceania",5201471.5
2001,"Nuclear","Asia and Oceania",5250523.4
2002,"Nuclear","Asia and Oceania",5195149.1
2003,"Nuclear","Asia and Oceania",4891756.4
2004,"Nuclear","Asia and Oceania",5403905.5
2005,"Nuclear","Asia and Oceania",5726889.8
2006,"Nuclear","Asia and Oceania",5901704.8
2007,"Nuclear","Asia and Oceania",5675603.1
2008,"Nuclear","Asia and Oceania",5509591.7
2009,"Nuclear","Asia and Oceania",5750823.3
2010,"Nuclear","Asia and Oceania",6065839.5
2011,"Nuclear","Asia and Oceania",5014652.9
2012,"Nuclear","Asia and Oceania",3568374.7
2013,"Nuclear","Asia and Oceania",3560232.1
2014,"Nuclear","Asia and Oceania",3909656.3
1956,"Nuclear","Europe",632.7
1957,"Nuclear","Europe",4461.8
1958,"Nuclear","Europe",3370.9
1959,"Nuclear","Europe",13549.1
1960,"Nuclear","Europe",24098.2
1961,"Nuclear","Europe",29083.6
1962,"Nuclear","Europe",45698.2
1963,"Nuclear","Europe",85647.3
1964,"Nuclear","Europe",131181.8
1965,"Nuclear","Europe",227781.8
1966,"Nuclear","Europe",297360
1967,"Nuclear","Europe",350890.9
1968,"Nuclear","Europe",390534.5
1969,"Nuclear","Europe",462818.2
1970,"Nuclear","Europe",493614.5
1971,"Nuclear","Europe",558294.5
1972,"Nuclear","Europe",734029.1
1973,"Nuclear","Europe",806869.1
1974,"Nuclear","Europe",948087.3
1975,"Nuclear","Europe",1268596.4
1976,"Nuclear","Europe",1480440
1977,"Nuclear","Europe",1728261.8
1978,"Nuclear","Europe",1958509.1
1979,"Nuclear","Europe",2177094.5
1980,"Nuclear","Europe",1897821.8
1981,"Nuclear","Europe",2592021.8
1982,"Nuclear","Europe",2836276.4
1983,"Nuclear","Europe",3445101.8
1984,"Nuclear","Europe",4329632.7
1985,"Nuclear","Europe",5064338.2
1986,"Nuclear","Europe",5712196.4
1987,"Nuclear","Europe",5808850.9
1988,"Nuclear","Europe",6193494.5
1989,"Nuclear","Europe",6617683.6
1990,"Nuclear","Europe",6721298.2
1991,"Nuclear","Europe",8550349.1
1992,"Nuclear","Europe",8677928.7
1993,"Nuclear","Europe",9060021.4
1994,"Nuclear","Europe",9066250.9
1995,"Nuclear","Europe",9264198.9
1996,"Nuclear","Europe",9719794.9
1997,"Nuclear","Europe",9848740.6
1998,"Nuclear","Europe",9793374.5
1999,"Nuclear","Europe",9941214.5
2000,"Nuclear","Europe",9981141.8
2001,"Nuclear","Europe",10301214.5
2002,"Nuclear","Europe",10407949.1
2003,"Nuclear","Europe",10439880
2004,"Nuclear","Europe",10587218.9
2005,"Nuclear","Europe",10472475.7
2006,"Nuclear","Europe",10457269
2007,"Nuclear","Europe",9879325.6
2008,"Nuclear","Europe",9901938
2009,"Nuclear","Europe",9429158.3
2010,"Nuclear","Europe",9781143.6
2011,"Nuclear","Europe",9678986.6
2012,"Nuclear","Europe",9412363.6
2013,"Nuclear","Europe",9314824.5
2014,"Nuclear","Europe",9362450.1
1984,"Nuclear","Africa",42818.2
1985,"Nuclear","Africa",57981.8
1986,"Nuclear","Africa",96032.7
1987,"Nuclear","Africa",67276.4
1988,"Nuclear","Africa",114469.1
1989,"Nuclear","Africa",121080
1990,"Nuclear","Africa",92170.9
1991,"Nuclear","Africa",99752.7
1992,"Nuclear","Africa",101323.6
1993,"Nuclear","Africa",79145.5
1994,"Nuclear","Africa",105785.5
1995,"Nuclear","Africa",123283.6
1996,"Nuclear","Africa",128454.5
1997,"Nuclear","Africa",137967.3
1998,"Nuclear","Africa",148374.5
1999,"Nuclear","Africa",140040
2000,"Nuclear","Africa",141927.3
2001,"Nuclear","Africa",116934.5
2002,"Nuclear","Africa",130800
2003,"Nuclear","Africa",138141.8
2004,"Nuclear","Africa",155781.8
2005,"Nuclear","Africa",133505.5
2006,"Nuclear","Africa",109898.2
2007,"Nuclear","Africa",137464
2008,"Nuclear","Africa",139066.4
2009,"Nuclear","Africa",126259.3
2010,"Nuclear","Africa",140726.6
2011,"Nuclear","Africa",141147.7
2012,"Nuclear","Africa",135250.9
2013,"Nuclear","Africa",148524
2014,"Nuclear","Africa",160887.3
1966,"Nuclear","Central and South America",130.9
1967,"Nuclear","Central and South America",414.5
1968,"Nuclear","Central and South America",196.4
1969,"Nuclear","Central and South America",556.4
1970,"Nuclear","Central and South America",490.9
1971,"Nuclear","Central and South America",458.2
1972,"Nuclear","Central and South America",796.4
1973,"Nuclear","Central and South America",501.8
1974,"Nuclear","Central and South America",11585.5
1975,"Nuclear","Central and South America",27730.9
1976,"Nuclear","Central and South America",28254.5
1977,"Nuclear","Central and South America",17869.1
1978,"Nuclear","Central and South America",31592.7
1979,"Nuclear","Central and South America",29367.3
1980,"Nuclear","Central and South America",24250.9
1981,"Nuclear","Central and South America",29181.8
1982,"Nuclear","Central and South America",19930.9
1983,"Nuclear","Central and South America",37134.5
1984,"Nuclear","Central and South America",76636.4
1985,"Nuclear","Central and South America",91145.5
1986,"Nuclear","Central and South America",60000
1987,"Nuclear","Central and South America",76974.5
1988,"Nuclear","Central and South America",56236.4
1989,"Nuclear","Central and South America",68727.3
1990,"Nuclear","Central and South America",97810.9
1991,"Nuclear","Central and South America",98890.9
1992,"Nuclear","Central and South America",91723.6
1993,"Nuclear","Central and South America",84378.3
1994,"Nuclear","Central and South America",85911.4
1995,"Nuclear","Central and South America",103250.7
1996,"Nuclear","Central and South America",100664.2
1997,"Nuclear","Central and South America",114115.1
1998,"Nuclear","Central and South America",111927.3
1999,"Nuclear","Central and South America",114796.4
2000,"Nuclear","Central and South America",119181.8
2001,"Nuclear","Central and South America",227007.3
2002,"Nuclear","Central and South America",209781.8
2003,"Nuclear","Central and South America",222872.7
2004,"Nuclear","Central and South America",206323.6
2005,"Nuclear","Central and South America",169865.5
2006,"Nuclear","Central and South America",219676.4
2007,"Nuclear","Central and South America",200407.6
2008,"Nuclear","Central and South America",220063.6
2009,"Nuclear","Central and South America",216152.7
2010,"Nuclear","Central and South America",223261.1
2011,"Nuclear","Central and South America",225679.6
2012,"Nuclear","Central and South America",229909.1
2013,"Nuclear","Central and South America",214306.7
2014,"Nuclear","Central and South America",230362.9
1966,"Nuclear","Eurasia",17967.3
1967,"Nuclear","Eurasia",19636.4
1968,"Nuclear","Eurasia",27272.7
1969,"Nuclear","Eurasia",31636.4
1970,"Nuclear","Eurasia",40320
1971,"Nuclear","Eurasia",66545.5
1972,"Nuclear","Eurasia",100363.6
1973,"Nuclear","Eurasia",152727.3
1974,"Nuclear","Eurasia",201818.2
1975,"Nuclear","Eurasia",220418.2
1976,"Nuclear","Eurasia",287574.5
1977,"Nuclear","Eurasia",379920
1978,"Nuclear","Eurasia",425454.5
1979,"Nuclear","Eurasia",523636.4
1980,"Nuclear","Eurasia",795039.7
1981,"Nuclear","Eurasia",698731.5
1982,"Nuclear","Eurasia",1075879
1983,"Nuclear","Eurasia",1197008.1
1984,"Nuclear","Eurasia",1548464.9
1985,"Nuclear","Eurasia",1854138.7
1986,"Nuclear","Eurasia",1653303.3
1987,"Nuclear","Eurasia",1922753.8
1988,"Nuclear","Eurasia",2222251.1
1989,"Nuclear","Eurasia",2320274.1
1990,"Nuclear","Eurasia",2196069.9
1991,"Nuclear","Eurasia",2198127.3
1992,"Nuclear","Eurasia",2160818.2
1993,"Nuclear","Eurasia",2152527.3
1994,"Nuclear","Eurasia",1810494.5
1995,"Nuclear","Eurasia",1876909.1
1996,"Nuclear","Eurasia",2118327.3
1997,"Nuclear","Eurasia",2099945.5
1998,"Nuclear","Eurasia",2000356.4
1999,"Nuclear","Eurasia",2069563.6
2000,"Nuclear","Eurasia",2218396.4
2001,"Nuclear","Eurasia",2288814.5
2002,"Nuclear","Eurasia",2433218.2
2003,"Nuclear","Eurasia",2557090.9
2004,"Nuclear","Eurasia",2582323.6
2005,"Nuclear","Eurasia",2545808.3
2006,"Nuclear","Eurasia",2620294.7
2007,"Nuclear","Eurasia",2693483.2
2008,"Nuclear","Eurasia",2707590.7
2009,"Nuclear","Eurasia",2654472
2010,"Nuclear","Eurasia",2679745.5
2011,"Nuclear","Eurasia",2719299.6
2012,"Nuclear","Eurasia",2763310.3
2013,"Nuclear","Eurasia",2635064.9
2014,"Nuclear","Eurasia",2764756.4
2011,"Nuclear","Middle East",1068.9
2012,"Nuclear","Middle East",14487.3
2013,"Nuclear","Middle East",42476.4
2014,"Nuclear","Middle East",45163.6
1957,"Nuclear","North America",109.1
1958,"Nuclear","North America",1800
1959,"Nuclear","North America",2050.9
1960,"Nuclear","North America",5650.9
1961,"Nuclear","North America",18458.2
1962,"Nuclear","North America",25003.6
1963,"Nuclear","North America",35989.1
1964,"Nuclear","North America",38007.3
1965,"Nuclear","North America",41203.6
1966,"Nuclear","North America",61985.5
1967,"Nuclear","North America",85069.1
1968,"Nuclear","North America",146029.1
1969,"Nuclear","North America",157330.9
1970,"Nuclear","North America",248356.4
1971,"Nuclear","North America",456949.1
1972,"Nuclear","North America",662945.5
1973,"Nuclear","North America",1064618.2
1974,"Nuclear","North America",1380654.5
1975,"Nuclear","North America",2011243.6
1976,"Nuclear","North America",2264050.9
1977,"Nuclear","North America",3007996.4
1978,"Nuclear","North America",3336174.5
1979,"Nuclear","North America",3146509.1
1980,"Nuclear","North America",3130865.5
1981,"Nuclear","North America",3386978.2
1982,"Nuclear","North America",3479356.4
1983,"Nuclear","North America",3707967.3
1984,"Nuclear","North America",4111516.4
1985,"Nuclear","North America",4808574.5
1986,"Nuclear","North America",5250229.1
1987,"Nuclear","North America",5761723.6
1988,"Nuclear","North America",6601625.5
1989,"Nuclear","North America",6596789.7
1990,"Nuclear","North America",7078840.1
1991,"Nuclear","North America",7606670.1
1992,"Nuclear","North America",7626002.8
1993,"Nuclear","North America",7691536.6
1994,"Nuclear","North America",8148096.3
1995,"Nuclear","North America",8447728.6
1996,"Nuclear","North America",8403726
1997,"Nuclear","North America",7815688
1998,"Nuclear","North America",8184404.7
1999,"Nuclear","North America",8809877.7
2000,"Nuclear","North America",9063948.4
2001,"Nuclear","North America",9272447
2002,"Nuclear","North America",9393535.5
2003,"Nuclear","North America",9216596.7
2004,"Nuclear","North America",9634149.7
2005,"Nuclear","North America",9590567.7
2006,"Nuclear","North America",9709687
2007,"Nuclear","North America",9867981.8
2008,"Nuclear","North America",9860356.4
2009,"Nuclear","North America",9753730.9
2010,"Nuclear","North America",9797029.1
2011,"Nuclear","North America",9685472.7
2012,"Nuclear","North America",9456032.7
2013,"Nuclear","North America",9789440.4
2014,"Nuclear","North America",9897819.1
1900,"Oil","Asia and Oceania",23822.9
1901,"Oil","Asia and Oceania",37262.5
1902,"Oil","Asia and Oceania",29684.4
1903,"Oil","Asia and Oceania",52628.1
1904,"Oil","Asia and Oceania",64225.5
1905,"Oil","Asia and Oceania",75781.1
1906,"Oil","Asia and Oceania",79298
1907,"Oil","Asia and Oceania",93156.3
1908,"Oil","Asia and Oceania",99185.3
1909,"Oil","Asia and Oceania",112290
1910,"Oil","Asia and Oceania",108773.1
1911,"Oil","Asia and Oceania",117690.9
1912,"Oil","Asia and Oceania",113378.5
1913,"Oil","Asia and Oceania",120412.4
1914,"Oil","Asia and Oceania",124473.6
1915,"Oil","Asia and Oceania",132302.9
1916,"Oil","Asia and Oceania",141095.2
1917,"Oil","Asia and Oceania",140215.9
1918,"Oil","Asia and Oceania",135987.3
1919,"Oil","Asia and Oceania",155958.3
1920,"Oil","Asia and Oceania",167262.7
1921,"Oil","Asia and Oceania",172831.1
1922,"Oil","Asia and Oceania",180660.4
1923,"Oil","Asia and Oceania",203939
1924,"Oil","Asia and Oceania",209423.7
1925,"Oil","Asia and Oceania",215452.7
1926,"Oil","Asia and Oceania",212773.2
1927,"Oil","Asia and Oceania",241787.7
1928,"Oil","Asia and Oceania",273146.8
1929,"Oil","Asia and Oceania",313256.4
1930,"Oil","Asia and Oceania",304882.8
1931,"Oil","Asia and Oceania",278966.5
1932,"Oil","Asia and Oceania",297095.3
1933,"Oil","Asia and Oceania",319745.9
1934,"Oil","Asia and Oceania",348551.1
1935,"Oil","Asia and Oceania",356338.5
1936,"Oil","Asia and Oceania",373462.6
1937,"Oil","Asia and Oceania",416084.2
1938,"Oil","Asia and Oceania",430277.4
1939,"Oil","Asia and Oceania",459417.6
1940,"Oil","Asia and Oceania",471015
1941,"Oil","Asia and Oceania",417214.6
1942,"Oil","Asia and Oceania",219932.6
1943,"Oil","Asia and Oceania",329543
1944,"Oil","Asia and Oceania",191629.8
1945,"Oil","Asia and Oceania",87378.5
1946,"Oil","Asia and Oceania",48190.1
1947,"Oil","Asia and Oceania",142728
1948,"Oil","Asia and Oceania",321630
1949,"Oil","Asia and Oceania",432957
1950,"Oil","Asia and Oceania",513050.5
1951,"Oil","Asia and Oceania",610937.9
1952,"Oil","Asia and Oceania",638821.9
1953,"Oil","Asia and Oceania",711588.5
1954,"Oil","Asia and Oceania",755131.2
1955,"Oil","Asia and Oceania",823501.7
1956,"Oil","Asia and Oceania",888271.5
1957,"Oil","Asia and Oceania",1018815.9
1958,"Oil","Asia and Oceania",1068680.7
1959,"Oil","Asia and Oceania",1228239.6
1960,"Oil","Asia and Oceania",1376452.4
1961,"Oil","Asia and Oceania",1416520
1962,"Oil","Asia and Oceania",1519138.5
1963,"Oil","Asia and Oceania",1543547.6
1964,"Oil","Asia and Oceania",1642732.8
1965,"Oil","Asia and Oceania",1839303.1
1966,"Oil","Asia and Oceania",2012720.4
1967,"Oil","Asia and Oceania",2089799.4
1968,"Oil","Asia and Oceania",2537870.7
1969,"Oil","Asia and Oceania",2872647.2
1970,"Oil","Asia and Oceania",3833057.3
1971,"Oil","Asia and Oceania",4830688
1972,"Oil","Asia and Oceania",5683539.1
1973,"Oil","Asia and Oceania",6764152.2
1974,"Oil","Asia and Oceania",7313209.2
1975,"Oil","Asia and Oceania",7691235.3
1976,"Oil","Asia and Oceania",8795336.4
1977,"Oil","Asia and Oceania",9626625.5
1978,"Oil","Asia and Oceania",10090104.3
1979,"Oil","Asia and Oceania",10269466.8
1980,"Oil","Asia and Oceania",10809213.3
1981,"Oil","Asia and Oceania",10799352.3
1982,"Oil","Asia and Oceania",10479094.2
1983,"Oil","Asia and Oceania",11122594.6
1984,"Oil","Asia and Oceania",12044745.5
1985,"Oil","Asia and Oceania",12734590.5
1986,"Oil","Asia and Oceania",13087442.8
1987,"Oil","Asia and Oceania",13129673.4
1988,"Oil","Asia and Oceania",13381876.7
1989,"Oil","Asia and Oceania",13847455.3
1990,"Oil","Asia and Oceania",14297959.4
1991,"Oil","Asia and Oceania",14720925.4
1992,"Oil","Asia and Oceania",14674874.9
1993,"Oil","Asia and Oceania",14889112.6
1994,"Oil","Asia and Oceania",15276578
1995,"Oil","Asia and Oceania",15921453.2
1996,"Oil","Asia and Oceania",16429893.8
1997,"Oil","Asia and Oceania",16867656.1
1998,"Oil","Asia and Oceania",17068986.2
1999,"Oil","Asia and Oceania",17135755
2000,"Oil","Asia and Oceania",17651476.7
2001,"Oil","Asia and Oceania",17595227.1
2002,"Oil","Asia and Oceania",17661149.5
2003,"Oil","Asia and Oceania",17510777.2
2004,"Oil","Asia and Oceania",17818087.7
2005,"Oil","Asia and Oceania",17997271.1
2006,"Oil","Asia and Oceania",18124954.7
2007,"Oil","Asia and Oceania",18079424.6
2008,"Oil","Asia and Oceania",18450380.2
2009,"Oil","Asia and Oceania",18583800
2010,"Oil","Asia and Oceania",19541594.7
2011,"Oil","Asia and Oceania",19263114.6
2012,"Oil","Asia and Oceania",19349980.6
2013,"Oil","Asia and Oceania",19210398.5
2014,"Oil","Asia and Oceania",19286736.4
1900,"Oil","Europe",27172.3
1901,"Oil","Europe",31484.7
1902,"Oil","Europe",37806.8
1903,"Oil","Europe",48315.7
1904,"Oil","Europe",60792.3
1905,"Oil","Europe",65607.2
1906,"Oil","Europe",75362.4
1907,"Oil","Europe",100106.4
1908,"Oil","Europe",125980.8
1909,"Oil","Europe",150306.1
1910,"Oil","Europe",135861.7
1911,"Oil","Europe",135359.2
1912,"Oil","Europe",133517.1
1913,"Oil","Europe",131800.5
1914,"Oil","Europe",117649.1
1915,"Oil","Europe",103162.8
1916,"Oil","Europe",79800.4
1917,"Oil","Europe",68914.7
1918,"Oil","Europe",77246.5
1919,"Oil","Europe",74734.4
1920,"Oil","Europe",82856.8
1921,"Oil","Europe",83108
1922,"Oil","Europe",92947
1923,"Oil","Europe",99897
1924,"Oil","Europe",116393
1925,"Oil","Europe",138373.7
1926,"Oil","Europe",177059.8
1927,"Oil","Europe",191964.8
1928,"Oil","Europe",218174.1
1929,"Oil","Europe",239066.3
1930,"Oil","Europe",282022.8
1931,"Oil","Europe",323472.2
1932,"Oil","Europe",345662.2
1933,"Oil","Europe",347295.1
1934,"Oil","Europe",395401.4
1935,"Oil","Europe",395359.5
1936,"Oil","Europe",410850.7
1937,"Oil","Europe",348927.9
1938,"Oil","Europe",336158.2
1939,"Oil","Europe",336702.5
1940,"Oil","Europe",351733.1
1941,"Oil","Europe",335320.8
1942,"Oil","Europe",366847.4
1943,"Oil","Europe",367642.9
1944,"Oil","Europe",291861.8
1945,"Oil","Europe",274947.2
1946,"Oil","Europe",287758.8
1947,"Oil","Europe",280138.8
1948,"Oil","Europe",304631.6
1949,"Oil","Europe",357971.4
1950,"Oil","Europe",410348.3
1951,"Oil","Europe",504844.3
1952,"Oil","Europe",628145.6
1953,"Oil","Europe",727749.6
1954,"Oil","Europe",816174.8
1955,"Oil","Europe",934828.7
1956,"Oil","Europe",988419.7
1957,"Oil","Europe",1055450.4
1958,"Oil","Europe",1085888.4
1959,"Oil","Europe",1143708.2
1960,"Oil","Europe",1231672.8
1961,"Oil","Europe",1305402.4
1962,"Oil","Europe",1373228.5
1963,"Oil","Europe",1443943.6
1964,"Oil","Europe",1539528.2
1965,"Oil","Europe",1598645.8
1966,"Oil","Europe",1616649.1
1967,"Oil","Europe",1662871.4
1968,"Oil","Europe",1687950.3
1969,"Oil","Europe",1699212.8
1970,"Oil","Europe",1693518.7
1971,"Oil","Europe",1679367.3
1972,"Oil","Europe",1735931
1973,"Oil","Europe",1739950.3
1974,"Oil","Europe",1748784.5
1975,"Oil","Europe",2083226.1
1976,"Oil","Europe",2685162.3
1977,"Oil","Europe",3727675.5
1978,"Oil","Europe",4477154.6
1979,"Oil","Europe",5537126.7
1980,"Oil","Europe",6468763.5
1981,"Oil","Europe",6886383.1
1982,"Oil","Europe",7733631.2
1983,"Oil","Europe",8774582.1
1984,"Oil","Europe",9473692.7
1985,"Oil","Europe",9843038.9
1986,"Oil","Europe",10111453
1987,"Oil","Europe",10220716.1
1988,"Oil","Europe",10182233.6
1989,"Oil","Europe",9946266.7
1990,"Oil","Europe",10226678.7
1991,"Oil","Europe",10725004.4
1992,"Oil","Europe",11345645.5
1993,"Oil","Europe",11889202.1
1994,"Oil","Europe",8398112.8
1995,"Oil","Europe",8832834.8
1996,"Oil","Europe",9606549.6
1997,"Oil","Europe",9749634.6
1998,"Oil","Europe",9421425.4
1999,"Oil","Europe",9398172.7
2000,"Oil","Europe",9963713.5
2001,"Oil","Europe",10003902.3
2002,"Oil","Europe",9897533.8
2003,"Oil","Europe",9770631.2
